year,statefip,foreignborn,hispanic,fhispanic,fiveorlessinUS,greaterthan15inUS,hispanlimenglish,fhispanlimenglish,hispanlessthanhs,fhispanlessthanhs,propforeignborn,prophispanic,propfhispanic,propfiveorlessinUS,propgreaterthan15inUS,totprophispanlimenglish,totpropfhispanlimenglish,totprophispanlessthanhs,totpropfhispanlessthanhs,prophispanlimenglish,propfhispanlimenglish,prophispanlessthanhs,propfhispanlessthanhs,yrsusa1
2003,Delaware,648,446,141,159,294,108,83,276,82,.063176364,.043482501,.01374671,.24537037,.4537037,.011189391,.0085992543,.026908454,.00799454,.24215247,.58865249,.61883408,.58156025,19.029322
2004,Delaware,724,474,167,169,357,104,80,280,105,.071189776,.046607669,.016420845,.23342541,.49309391,.010850287,.0083463741,.027531957,.010324484,.21940929,.4790419,.59071732,.62874252,20.168509
2005,Delaware,619,441,191,167,263,123,100,291,108,.078028485,.05559057,.024076642,.26978999,.42487884,.016550053,.013455329,.036682215,.013614018,.27891156,.52356023,.65986395,.56544501,18.268175
2006,Delaware,625,394,155,128,298,86,74,250,80,.077017866,.048552062,.019100431,.20479999,.47679999,.011225688,.0096593136,.030807147,.0098582869,.21827412,.47741935,.63451779,.51612902,19.5168
2007,Delaware,619,431,170,121,292,110,92,278,107,.073954597,.051493429,.020310633,.19547658,.47172859,.013901175,.011626437,.033213858,.012783752,.25522041,.5411765,.6450116,.62941176,20.30533
2008,Delaware,634,483,186,113,300,88,76,284,99,.076709017,.058439203,.022504536,.17823344,.47318611,.011254637,.0097199129,.034361765,.011978221,.18219462,.40860215,.58799171,.53225809,19.679811
2009,Delaware,674,504,187,164,298,92,83,316,109,.079999998,.05982196,.022195846,.24332345,.4421365,.011550534,.01042059,.037507419,.012937685,.18253969,.44385028,.62698412,.58288771,19.252226
2010,Delaware,669,507,198,103,320,84,67,305,102,.078008398,.059118468,.023087686,.15396114,.47832587,.010334645,.00824311,.035564367,.011893657,.16568047,.33838382,.60157794,.5151515,20.917788
2011,Delaware,711,543,174,146,318,87,68,284,79,.079052702,.060373582,.019346232,.20534459,.44725737,.010181393,.0079578701,.031576607,.0087836338,.160221,.39080459,.52302027,.45402297,20.689171
2012,Delaware,697,556,189,118,371,88,71,296,96,.079069771,.063074306,.021440726,.16929698,.53228122,.010528835,.0084948549,.033579126,.010890528,.15827338,.37566137,.53237408,.50793654,22.030128
2013,Delaware,673,595,155,105,357,84,66,337,77,.076765142,.067868143,.017679935,.15601783,.5304606,.010082823,.0079222182,.038439602,.0087829363,.14117648,.42580646,.56638658,.4967742,21.830608
2014,Delaware,704,593,183,116,358,77,65,326,93,.078100733,.065786555,.020301754,.16477273,.50852275,.0089827348,.0075828279,.036165964,.010317285,.12984823,.35519126,.54974705,.50819671,21.707386
2015,Delaware,790,608,194,153,407,73,60,342,96,.087612286,.067428194,.021514917,.19367088,.51518989,.0085091507,.0069938223,.037928358,.010646557,.12006579,.30927834,.5625,.49484536,21.943037
2016,Delaware,753,569,182,155,434,75,66,287,77,.084864192,.064127125,.020511664,.2058433,.57636124,.0088245673,.0077656195,.032345317,.0086780116,.13181019,.36263737,.5043937,.42307693,23.002657
2017,Delaware,820,668,209,150,466,67,52,356,98,.091691829,.074695289,.023370234,.18292683,.56829268,.0078390082,.0060840063,.03980767,.010958292,.1002994,.24880382,.53293413,.46889952,21.886585
2018,Delaware,794,707,249,147,447,86,72,366,111,.087032773,.077496439,.027293654,.18513854,.56297231,.009839817,.0082379859,.040118381,.012167051,.12164073,.28915662,.51768035,.44578314,22.119648
2000,District of Columbia,253,121,81,81,102,29,29,54,32,.13954771,.066740207,.044677332,.32015809,.40316206,.016714698,.016714698,.029784886,.017650302,.23966943,.35802469,.44628099,.39506173,15.173913
2001,District of Columbia,931,417,249,277,397,93,87,213,119,.12995534,.058207706,.034757119,.29752955,.42642319,.013602457,.012724879,.029731993,.016610831,.22302158,.3493976,.51079136,.47791165,16.286789
2002,District of Columbia,923,423,263,274,399,102,101,204,116,.14158614,.064887255,.040343612,.29685807,.43228602,.016459577,.016298208,.031293143,.01779414,.24113475,.38403043,.4822695,.44106463,17.035753
2003,District of Columbia,999,456,278,281,435,115,115,221,128,.14068441,.064216308,.039149415,.28128129,.43543544,.017166741,.017166741,.031122377,.018025631,.25219297,.41366908,.48464912,.46043167,17.396397
2004,District of Columbia,938,493,274,224,457,107,105,226,115,.13765776,.072351038,.040211331,.23880596,.48720682,.016550658,.016241299,.033167008,.016877018,.21703854,.38321167,.45841786,.41970804,18.793177
2005,District of Columbia,616,324,178,140,326,80,74,162,88,.11875843,.062463854,.034316562,.22727273,.52922076,.016363265,.015136019,.031231927,.01696549,.24691358,.41573033,.5,.49438202,19.521105
2006,District of Columbia,667,365,215,164,339,73,69,166,94,.11959835,.065447375,.038551193,.24587706,.50824589,.013763198,.01300905,.029765107,.01685494,.2,.32093024,.45479453,.43720931,18.821589
2007,District of Columbia,669,330,193,154,340,67,65,151,82,.12216946,.060262967,.035244703,.23019432,.50822121,.012803364,.012421173,.027574873,.014974434,.2030303,.33678755,.45757577,.42487046,18.708521
2008,District of Columbia,768,398,226,179,376,61,59,199,112,.13885373,.071958058,.040860604,.23307292,.48958334,.011583745,.01120395,.035979029,.020249503,.15326633,.26106194,.5,.49557522,18.710938
2009,District of Columbia,694,382,198,168,341,49,43,178,93,.12437276,.068458781,.035483871,.24207492,.49135447,.0092365695,.0081055611,.031899642,.016666668,.12827225,.21717171,.46596858,.46969697,19.008646
2010,District of Columbia,842,455,252,185,426,63,61,216,125,.14412872,.077884287,.043135911,.21971497,.50593823,.011373894,.011012818,.03697364,.021396782,.13846155,.24206349,.47472528,.49603173,18.904987
2011,District of Columbia,852,448,244,206,414,54,54,162,88,.13605876,.071542636,.038965188,.24178404,.48591548,.0090346327,.0090346327,.025870329,.014053018,.12053572,.22131148,.36160713,.36065573,19.098591
2012,District of Columbia,896,504,252,208,425,78,73,202,85,.14215453,.079961926,.039980963,.23214285,.47433037,.013006504,.012172753,.032048233,.013485642,.15476191,.28968254,.40079364,.33730158,18.590403
2013,District of Columbia,913,429,212,230,404,55,54,161,69,.13892271,.065276936,.032258064,.25191677,.44249725,.0087859426,.0086261984,.02449787,.010499087,.12820514,.25471699,.37529138,.3254717,18.139101
2014,District of Columbia,920,551,282,225,433,73,71,207,118,.14116925,.084548108,.043271445,.24456522,.47065216,.01175902,.011436855,.031763081,.01810649,.13248639,.25177306,.3756806,.41843972,18.556522
2015,District of Columbia,893,518,209,217,456,52,45,199,77,.13509834,.078366108,.031618759,.24300112,.5106383,.0082947835,.0071781785,.0301059,.011649016,.1003861,.21531101,.38416988,.36842105,19.029116
2016,District of Columbia,904,528,235,217,472,70,68,205,94,.13602167,.079446286,.035359614,.24004425,.52212387,.011135858,.01081769,.030845622,.014143846,.13257575,.28936172,.38825756,.40000001,19.306416
2017,District of Columbia,1023,600,293,248,517,84,81,218,104,.15582635,.091393754,.044630617,.24242425,.50537634,.013414245,.012935164,.033206396,.015841585,.14,.27645051,.36333334,.35494882,18.754642
2018,District of Columbia,942,508,218,208,485,51,50,159,74,.14383875,.077569097,.033287525,.22080679,.514862,.0081626121,.0080025606,.024278516,.011299435,.1003937,.22935779,.31299213,.33944955,19.991507
2000,Florida,3043,2791,1464,660,1589,590,522,1210,444,.15673448,.14375482,.075405613,.21689123,.52218205,.032042578,.028349536,.062322944,.022868916,.21139376,.35655737,.43353638,.30327868,20.096615
2001,Florida,9464,8716,4694,2031,4950,2077,1841,3705,1468,.16389298,.15093948,.08128842,.21460271,.52303463,.037943002,.033631712,.064161398,.025422115,.23829739,.39220282,.4250803,.31273967,20.37891
2002,Florida,8713,7985,4347,1846,4601,1823,1640,3481,1396,.16410518,.15039364,.081873655,.21186732,.52806151,.036219504,.032583643,.065562963,.026292989,.22830307,.37727168,.43594238,.321141,20.391483
2003,Florida,10069,9606,5103,2126,5332,2126,1874,4113,1603,.16825694,.16052003,.085273132,.21114311,.52954614,.037481047,.033038326,.06872984,.026786759,.22132,.36723495,.42816991,.31412894,20.534016
2004,Florida,10141,9797,5099,2156,5432,2178,1960,4126,1571,.16649975,.16085179,.083717801,.2126023,.53564739,.037795439,.034012426,.067742623,.025793422,.22231296,.3843891,.42114934,.30809963,21.108273
2005,Florida,30482,29619,15290,6088,16144,6632,5862,12757,4833,.17221469,.16733898,.086384177,.19972442,.52962404,.039540444,.034949649,.072073445,.027305085,.22391033,.38338783,.43070325,.31608894,20.666393
2006,Florida,33630,32859,17210,6068,17832,7514,6794,13902,5419,.18148066,.17732005,.092871904,.18043414,.53024083,.042748559,.038652346,.075020641,.029243048,.22867402,.39477047,.42308044,.31487507,20.752899
2007,Florida,33276,33784,17342,5512,18116,7549,6776,14282,5365,.17934871,.18208669,.093468726,.16564491,.54441637,.04284798,.038460448,.076976143,.02891591,.22344898,.3907277,.42274448,.30936456,21.320862
2008,Florida,33357,34485,17286,5018,18566,7070,6275,14375,5089,.18028764,.18638425,.093427233,.1504332,.55658484,.040272739,.03574419,.077693887,.027504986,.20501667,.36301053,.41684791,.2944001,21.93096
2009,Florida,33988,34913,17462,4830,19183,7403,6536,14240,5182,.18268502,.18765688,.093858004,.14210898,.56440508,.041911997,.037003487,.0765398,.027853176,.21204136,.37429848,.40787101,.29675868,22.360775
2010,Florida,35612,36653,18453,5171,20004,7710,6876,15054,5503,.18915689,.19468626,.098015055,.14520386,.56172079,.043126594,.03846154,.079960905,.029229764,.21035112,.37262234,.41071671,.29821709,22.236298
2011,Florida,35106,36733,18343,4755,20649,7973,7102,14844,5389,.18360879,.1921182,.095936194,.13544694,.58819008,.043764409,.038983423,.077635981,.028185146,.21705279,.38717768,.40410531,.29379055,23.132656
2012,Florida,35757,37124,18616,4695,21109,7557,6793,14531,5172,.18814522,.19533807,.097953171,.13130297,.59034592,.041715428,.037498068,.076458827,.027213892,.20356104,.36490116,.39141795,.27782553,23.358671
2013,Florida,36035,37961,18831,4866,21126,7593,6694,14420,4984,.18863134,.19871332,.098574072,.13503538,.58626336,.04160206,.036676437,.075483948,.026089597,.20002107,.35547766,.37986353,.26466995,23.503788
2014,Florida,36619,38664,19043,4986,21731,7610,6781,14457,4864,.19005777,.2006716,.098835848,.13615882,.59343511,.041306838,.036807053,.075033866,.025244845,.19682392,.35608885,.37391371,.25542194,23.747316
2015,Florida,37580,39950,19729,5739,22331,7778,6894,14804,5165,.19316569,.20534778,.10140942,.15271421,.59422565,.041832048,.037077673,.076094329,.026548717,.19469337,.34943485,.37056321,.26179737,23.623045
2016,Florida,38499,41036,20060,6190,23883,8227,7236,14820,5166,.19559717,.2084866,.1019164,.1607834,.62035376,.043654058,.038395621,.075294167,.026246266,.2004825,.36071783,.3611463,.25752741,23.913296
2017,Florida,39804,42737,20884,6856,24760,7971,7112,14944,5050,.19937488,.21406604,.1046062,.172244,.62204802,.041753534,.037253935,.074853241,.025295025,.18651286,.3405478,.3496736,.24181192,23.68375
2018,Florida,40390,44494,21617,7036,25402,7767,6860,15051,4924,.19979225,.220093,.10693015,.17420153,.62891805,.040104095,.035420895,.074450932,.024356944,.17456286,.31734282,.33827034,.22778369,24.183907
2000,Georgia,570,316,174,197,184,62,60,189,98,.062506855,.034652922,.019081039,.34561405,.32280701,.0072846906,.0070497002,.020725956,.010746792,.19620253,.34482759,.59810126,.56321841,14.178947
2001,Georgia,2015,1165,646,575,717,285,254,634,326,.069054149,.039924607,.02213845,.2853598,.35583127,.010467166,.0093286326,.02172721,.011172036,.24463519,.39318886,.54420602,.50464398,14.665508
2002,Georgia,1865,1049,611,524,700,274,265,614,323,.07228402,.040657338,.023681253,.28096515,.37533513,.011371654,.010998133,.023797527,.012518895,.26120114,.43371522,.58531934,.52864158,15.202681
2003,Georgia,2440,1512,871,727,838,484,453,940,498,.081903927,.050753582,.029237017,.29795083,.34344262,.01747671,.016357334,.031553153,.016716458,.32010582,.52009183,.62169313,.5717566,14.520902
2004,Georgia,2214,1433,786,714,789,451,425,900,456,.076339565,.049410384,.02710158,.32249323,.35636857,.016724145,.015760003,.031032342,.015723053,.31472436,.54071248,.62805301,.58015269,14.748419
2005,Georgia,7373,5112,2861,2032,2706,1440,1352,3097,1505,.084230125,.058400165,.032684442,.27560017,.3670148,.017642951,.01656477,.035380539,.017193319,.28169015,.47256204,.60582942,.52603984,15.168046
2006,Georgia,8124,5625,3106,1968,3149,1610,1506,3412,1659,.088404283,.061210498,.033799078,.2422452,.38761693,.018723326,.017513867,.037128929,.018053016,.28622222,.48486799,.60657775,.53412747,15.551453
2007,Georgia,8319,5813,3044,1755,3441,1518,1392,3442,1545,.089163989,.062304396,.03262594,.21096286,.41363144,.017375577,.015933337,.036891747,.016559485,.26113883,.45729303,.59212112,.50755584,16.303522
2008,Georgia,8553,6037,3042,1730,3619,1456,1347,3612,1559,.09043999,.063835636,.03216631,.20226821,.4231264,.016474316,.015241005,.038193528,.016484968,.24117939,.44280079,.59831041,.51249176,16.672979
2009,Georgia,8685,6162,3014,1587,3840,1424,1318,3700,1564,.091037735,.064591192,.031593293,.18272884,.44214162,.015965557,.01477711,.038784068,.016394131,.23109379,.43729264,.60045439,.51891172,17.517559
2010,Georgia,8752,6297,3046,1570,3847,1359,1253,3789,1603,.091707356,.065982774,.031917345,.17938757,.43955666,.015205764,.014019737,.039702833,.016796948,.21581705,.41135916,.60171509,.52626395,17.620886
2011,Georgia,7665,5896,2774,1244,3650,1246,1175,3548,1485,.081198752,.062458951,.029386215,.16229615,.47619048,.014012438,.013213976,.037585542,.015731266,.21132971,.42357606,.6017639,.53532803,18.323679
2012,Georgia,8086,6232,2768,1197,4058,1232,1105,3609,1357,.0840296,.064762853,.028765017,.14803363,.50185508,.013588335,.01218759,.037504677,.014101924,.19768934,.39920521,.57910782,.49024567,19.384369
2013,Georgia,8556,6179,2610,1314,4270,1111,1003,3555,1271,.088600777,.063985996,.027027586,.15357643,.49906498,.012181884,.010997687,.036813438,.01316171,.17980255,.3842912,.5753358,.48697317,19.476391
2014,Georgia,8798,6810,3006,1272,4588,1304,1209,3912,1457,.090218313,.069832548,.030824762,.14457831,.52148217,.014165599,.013133596,.04011526,.014940678,.19148311,.4021956,.57444936,.48469728,19.907593
2015,Georgia,9044,6975,2908,1455,4872,1181,1064,3864,1317,.092423409,.07127966,.029717743,.16088015,.53869969,.012756673,.011492888,.039487399,.013458827,.169319,.36588719,.5539785,.45288858,20.025652
2016,Georgia,9402,7017,3049,1573,5408,1193,1099,3783,1356,.095876165,.071555309,.03109194,.16730483,.57519674,.01285048,.011837953,.038576849,.013827704,.17001568,.36044604,.5391193,.44473597,20.283026
2017,Georgia,9666,7534,3153,1748,5567,1225,1118,3987,1375,.096854679,.075491741,.031593502,.18084006,.57593626,.01296708,.011834444,.0399503,.013777693,.16259623,.35458294,.52920097,.43609262,20.412891
2018,Georgia,9664,7505,3004,1686,5763,1161,1051,3843,1308,.095820732,.074413761,.029785335,.17446192,.5963369,.012137115,.010987173,.03810421,.012969114,.15469687,.34986684,.51205862,.43541944,21.237169
2000,Hawaii,541,203,23,87,319,1,1,93,4,.18584679,.06973549,.0079010651,.1608133,.58964878,.00036192546,.00036192546,.031947784,.0013740982,.0049261083,.043478262,.45812806,.17391305,20.730129
2001,Hawaii,2016,809,89,303,1128,15,12,383,27,.17583951,.070562579,.0077627562,.15029761,.55952382,.001395219,.0011161752,.033406019,.0023549935,.018541409,.13483146,.47342399,.30337077,20.277779
2002,Hawaii,1949,727,73,287,1135,17,12,341,16,.18666795,.069629349,.0069916677,.147255,.5823499,.001730456,.0012214984,.032659706,.0015324203,.023383768,.16438356,.46905088,.21917808,21.333504
2003,Hawaii,2001,644,67,310,1132,15,10,280,21,.18824083,.060583256,.0063029164,.15492254,.56571716,.0014923888,.00099492585,.026340546,.001975541,.023291925,.14925373,.43478259,.31343284,21.509745
2004,Hawaii,2164,810,70,355,1202,9,7,376,17,.19399372,.07261318,.0062752129,.16404806,.55545288,.00085600151,.00066577893,.033706859,.0015239803,.011111111,.1,.46419752,.24285714,20.543438
2005,Hawaii,2271,901,81,392,1310,22,16,445,24,.17821549,.070705488,.0063564312,.17261119,.57683837,.0018377746,.0013365634,.034921132,.001883387,.024417315,.19753087,.49389568,.2962963,21.818142
2006,Hawaii,2230,994,86,385,1338,16,11,447,26,.17298891,.077108063,.0066713211,.17264573,.60000002,.0013139525,.00090334238,.034675356,.0020169111,.016096579,.12790698,.44969818,.30232558,22.321526
2007,Hawaii,2300,986,105,331,1404,22,15,447,25,.17554572,.075255685,.0080140438,.14391305,.61043477,.0017729067,.0012088,.034116928,.0019081057,.022312373,.14285715,.45334685,.23809524,22.653044
2008,Hawaii,2500,1084,145,452,1536,27,25,473,39,.19020085,.082471088,.011031649,.18080001,.61440003,.0021811132,.0020195493,.035986003,.0029671332,.024907749,.1724138,.43634686,.26896551,22.7432
2009,Hawaii,2523,1068,103,356,1623,14,9,449,23,.18665384,.079011612,.0076200338,.14110187,.64328182,.0011000236,.000707158,.03321743,.001701561,.013108614,.087378643,.42041197,.22330096,23.728893
2010,Hawaii,2580,1068,129,385,1630,15,11,451,35,.18949687,.078442894,.0094748437,.1492248,.63178295,.0011684973,.00085689803,.033125229,.0025706941,.014044944,.085271321,.42228463,.27131784,23.331396
2011,Hawaii,2725,1180,108,456,1630,22,21,473,29,.19094667,.082685165,.007567795,.16733944,.59816515,.001635931,.0015615704,.033144139,.002032093,.018644068,.19444445,.40084746,.26851851,22.54055
2012,Hawaii,2727,1187,119,415,1704,11,8,470,18,.19266638,.083863221,.0084075173,.15218188,.62486249,.00082446408,.00059961027,.033206161,.0012717253,.0092670601,.067226894,.39595619,.15126051,23.541988
2013,Hawaii,2534,1211,103,358,1574,10,4,492,16,.17737645,.084768303,.0072098556,.14127861,.62115234,.00074244564,.00029697825,.03443931,.0011199776,.0082576387,.038834952,.40627581,.15533981,23.775454
